accepted,cost
2858000,0.592615
2859000,475.295
2860000,475.333
2861000,475.289
2862000,0.609526
2863000,475.32
2864000,0.580636
2865000,475.313
2866000,0.605033
2867000,0.668248
2868000,475.401
2869000,0.664983
2870000,475.357
2871000,0.591134
2872000,475.315
2873000,0.653052
2874000,0.615489
2875000,0.688634
2876000,0.644507
2877000,0.614142
2878000,0.606399
2879000,0.575102
2880000,0.71419
2881000,475.314
2882000,0.578275
2883000,0.629585
2884000,475.326
2885000,0.629898
2886000,0.612128
2887000,475.312
2888000,475.37
2889000,475.352
2890000,475.322
2891000,475.35
2892000,475.319
2893000,0.623119
2894000,475.348
2895000,475.293
2896000,0.672072
2897000,475.312
2898000,475.309
2899000,0.597912
2900000,475.328
2901000,475.264
2902000,0.604221
2903000,0.590636
2904000,0.589134
2905000,0.604473
2906000,0.642579
2907000,0.625656
2908000,475.372
2909000,475.356
2910000,475.352
2911000,0.661808
2912000,475.282
2913000,0.657647
2914000,475.335
2915000,0.611347
2916000,0.610677
2917000,0.619052
2918000,0.639561
2919000,475.273
2920000,0.592218
2921000,475.241
2922000,0.582847
2923000,0.671626
2924000,475.347
2925000,0.58573
2926000,475.305
2927000,0.649993
2928000,0.612904
2929000,0.650988
2930000,475.366
2931000,0.55499
2932000,475.316
2933000,0.618683
2934000,0.611751
2935000,0.573266
2936000,0.582287
2937000,0.605072
2938000,0.619277
2939000,0.626756
2940000,475.367
2941000,475.334
2942000,0.597415
2943000,0.594198
2944000,0.666811
2945000,0.583852
2946000,475.314
2947000,475.36
2948000,0.658794
2949000,0.663996
2950000,475.316
2951000,0.582657
2952000,475.304
2953000,0.627159
2954000,475.316
2955000,475.316
2956000,0.62939
2957000,0.658253
2958000,0.62715
2959000,475.334
2960000,475.354
2961000,0.664372
2962000,0.657958
2963000,475.32
2964000,0.639885
2965000,0.63027
2966000,0.651353
2967000,0.628109
2968000,0.56514
2969000,0.575008
2970000,0.560341
2971000,0.565215
2972000,475.308
2973000,0.619481
2974000,0.666765
2975000,475.285
2976000,0.688637
2977000,0.606943
2978000,0.540118
2979000,0.631869
2980000,0.599992
2981000,0.689802
2982000,0.676274
2983000,0.565855
2984000,0.612366
2985000,0.633015
2986000,475.358
2987000,0.655171
2988000,0.582307
2989000,0.650721
2990000,475.314
2991000,475.339
2992000,475.29
2993000,475.275
2994000,475.248
2995000,0.64929
2996000,0.657951
2997000,0.58347
2998000,0.617544
2999000,0.594652
3000000,0.670285
3001000,0.705225
3002000,0.57525
3003000,475.271
3004000,475.335
3005000,0.62795
3006000,475.273
3007000,0.688178
3008000,0.599873
3009000,475.26
3010000,0.573733
3011000,475.262
3012000,475.312
3013000,0.582467
3014000,0.631025
3015000,0.607458
3016000,0.578674
3017000,0.664883
3018000,0.571467
3019000,475.321
3020000,0.63828
3021000,0.608622
3022000,0.676604
3023000,0.582993
3024000,475.311
3025000,0.630566
3026000,0.599804
3027000,0.574957
3028000,475.265
3029000,475.259
3030000,0.593344
3031000,0.650158
3032000,0.592029
3033000,475.306
3034000,0.622098
3035000,0.571546
3036000,0.647087
3037000,0.624037
3038000,475.366
3039000,475.281
3040000,475.347
3041000,0.58339
3042000,0.643104
3043000,475.274
3044000,475.268
3045000,0.618897
3046000,475.278
3047000,0.545021
3048000,0.68578
3049000,0.638666
3050000,475.305
3051000,0.650225
3052000,475.352
3053000,0.567243
3054000,475.338
3055000,0.610838
3056000,0.614466
3057000,0.555463
3058000,475.302
3059000,0.587251
3060000,475.272
3061000,475.322
3062000,0.562465
3063000,475.315
3064000,0.54769
3065000,475.353
3066000,0.629239
3067000,0.582697
3068000,0.588938
3069000,0.634996
3070000,475.302
3071000,475.319
3072000,475.358
3073000,475.311
3074000,0.610544
3075000,0.608084
3076000,0.564765
3077000,0.572632
3078000,475.234
3079000,475.344
3080000,0.70033
3081000,0.630161
3082000,475.277
3083000,0.645866
3084000,0.680678
3085000,0.681773
3086000,475.343
3087000,475.355
3088000,475.329
3089000,0.624276
3090000,0.61009
3091000,0.552647
3092000,0.597475
3093000,0.654434
3094000,0.658754
3095000,0.609858
3096000,0.598215
3097000,475.321
3098000,0.611677
3099000,475.323
3100000,0.594184
3101000,475.334
3102000,475.264
3103000,475.353
3104000,0.686305
3105000,475.271
3106000,475.296
3107000,0.604268
3108000,0.691848
3109000,475.36
3110000,0.625361
3111000,475.313
3112000,0.639361
3113000,0.623325
3114000,0.606576
3115000,0.68252
3116000,0.582977
3117000,475.248
3118000,0.659945
3119000,475.292
3120000,0.641401
3121000,0.614588
3122000,475.317
3123000,0.694363
3124000,0.674332
3125000,0.576556
3126000,0.629561
3127000,0.641809
3128000,0.558399
3129000,475.416
3130000,0.658585
3131000,475.397
3132000,0.685306
3133000,0.646273
3134000,0.630569
3135000,0.626335
3136000,0.575626
3137000,475.307
3138000,475.288
3139000,0.64324
3140000,475.375
3141000,0.632459
3142000,0.610187
3143000,0.559849
3144000,475.297
3145000,0.597092
3146000,475.335
3147000,0.550994
3148000,0.65934
3149000,0.612089
3150000,475.335
3151000,0.61613
3152000,475.334
3153000,0.640732
3154000,0.610733
3155000,0.562778
3156000,0.523307
3157000,0.58514
3158000,0.594059
3159000,0.599745
3160000,475.321
3161000,475.341
3162000,475.306
3163000,0.589693
3164000,0.642009
3165000,475.281
3166000,0.641414
3167000,0.586039
3168000,475.3
3169000,0.637093
3170000,0.64821
3171000,0.61625
3172000,0.654855
3173000,0.70496
3174000,0.580179
3175000,0.647997
3176000,475.342
3177000,0.630472
3178000,475.354
3179000,0.662553
3180000,475.332
3181000,475.353
3182000,0.575296
3183000,0.623039
3184000,0.682171
3185000,0.646992
3186000,0.677608
3187000,0.536885
3188000,475.311
3189000,0.627867
3190000,475.263
3191000,0.583149
3192000,0.603264
3193000,0.659996
3194000,0.624436
3195000,475.34
3196000,0.596489
3197000,0.626746
3198000,0.629707
3199000,0.592201
3200000,0.611561
3201000,0.609076
3202000,0.547569
3203000,0.631072
3204000,475.303
3205000,0.610236
3206000,0.641912
3207000,0.565061
3208000,0.663768
3209000,475.296
3210000,475.372
3211000,0.616867
3212000,0.62987
3213000,0.657981
3214000,0.641422
3215000,475.318
3216000,475.361
3217000,0.65675
3218000,475.33
3219000,0.553544
3220000,475.368
3221000,475.272
3222000,0.672306
3223000,0.614513
3224000,475.333
3225000,0.614585
3226000,0.560209
3227000,0.60192
3228000,475.265
3229000,0.624217
3230000,0.612363
3231000,0.556502
3232000,475.368
3233000,0.572192
3234000,475.372
3235000,0.623992
3236000,0.573219
3237000,475.285
3238000,475.245
3239000,0.637894
3240000,0.626152
3241000,0.613713
3242000,0.665329
3243000,0.689017
3244000,0.569407
3245000,0.665846
3246000,0.56017
3247000,0.597363
3248000,0.624672
3249000,0.689251
3250000,0.604685
3251000,0.647045
3252000,475.304
3253000,475.345
3254000,0.649027
3255000,0.61799
3256000,0.583336
3257000,0.647916
3258000,0.594286
3259000,0.601224
3260000,475.399
3261000,475.285
3262000,0.638809
3263000,0.609642
3264000,475.329
3265000,0.633746
3266000,0.656141
3267000,0.5576
3268000,0.590371
3269000,475.334
3270000,475.365
3271000,0.552786
3272000,0.652009
3273000,0.592156
3274000,475.303
3275000,0.659294
3276000,0.642945
3277000,0.624971
3278000,0.608041
3279000,475.337
3280000,0.570913
3281000,0.610236
3282000,475.315
3283000,0.571783
3284000,0.580896
3285000,475.313
3286000,0.590113
3287000,0.645724
3288000,475.262
3289000,475.347
3290000,0.532243
3291000,0.680897
3292000,0.649843
3293000,0.648347
3294000,0.531045
3295000,475.249
3296000,475.338
3297000,0.639812
3298000,0.5629
3299000,0.654539
3300000,0.647247
3301000,0.692209
3302000,0.629554
3303000,0.633324
3304000,475.327
3305000,0.595718
3306000,0.672387
3307000,475.247
3308000,0.635277
3309000,0.630211
3310000,0.655314
3311000,475.401
3312000,0.679561
3313000,0.646439
3314000,0.706232
3315000,0.577966
3316000,0.608738
3317000,0.578133
3318000,0.621987
3319000,0.563135
3320000,475.324
3321000,0.591873
3322000,0.655165
3323000,0.599942
3324000,0.64186
3325000,0.560975
3326000,0.656891
3327000,0.630955
3328000,0.627248
3329000,475.334
3330000,0.621518
3331000,0.535152
3332000,0.610493
3333000,0.584065
3334000,475.31
3335000,475.294
3336000,475.346
3337000,475.241
3338000,0.588348
3339000,0.575745
3340000,0.58883
3341000,0.60241
3342000,0.605021
3343000,0.558454
3344000,0.538562
3345000,0.596059
3346000,0.658302
3347000,0.572406
3348000,0.617442
3349000,475.417
3350000,0.621677
3351000,0.607169
3352000,0.631944
3353000,0.610486
3354000,475.323
3355000,0.654508
3356000,475.253
3357000,0.574399
3358000,0.63548
3359000,0.538789
3360000,475.29
3361000,0.565318
3362000,475.305
3363000,475.298
3364000,0.592974
3365000,0.638407
3366000,0.595492
3367000,0.6146
3368000,0.637068
3369000,0.601525
3370000,475.35
3371000,0.647399
3372000,475.266
3373000,0.629185
3374000,0.645674
3375000,475.374
3376000,0.64294
3377000,475.396
3378000,475.304
3379000,0.651365
3380000,0.688462
3381000,0.613669
3382000,475.294
3383000,0.617729
3384000,475.243
3385000,475.272
3386000,0.599305
3387000,0.649547
3388000,475.36
3389000,0.577844
3390000,0.530879
3391000,0.570769
3392000,0.627825
3393000,0.606536
3394000,0.642358
3395000,475.322
3396000,0.579807
3397000,475.268
3398000,0.550479
3399000,0.628705
3400000,475.356
3401000,0.587512
3402000,475.344
3403000,0.562652
3404000,0.630193
3405000,0.560819
3406000,0.647582
3407000,0.605057
3408000,475.237
3409000,475.34
3410000,475.334
3411000,0.545261
3412000,0.531889
3413000,0.582784
3414000,475.282
3415000,475.351
3416000,0.657882
3417000,475.292
3418000,475.322
3419000,475.269
3420000,475.326
3421000,475.262
3422000,0.606304
3423000,475.469
3424000,475.28
3425000,0.615336
3426000,0.608741
3427000,475.363
3428000,0.682708
3429000,0.647836
3430000,0.608153
3431000,0.621263
3432000,0.609318
3433000,475.296
3434000,0.674344
3435000,0.573807
3436000,0.563292
3437000,0.589469
3438000,0.57545
3439000,475.242
3440000,475.32
3441000,475.317
3442000,475.308
3443000,0.61135
3444000,0.622515
3445000,0.53131
3446000,0.565706
3447000,475.364
3448000,475.29
3449000,0.645229
3450000,0.666683
3451000,0.63526
3452000,475.332
3453000,0.545535
3454000,475.325
3455000,475.381
3456000,0.635359
3457000,0.642764
3458000,0.548464
3459000,475.314
3460000,475.326
3461000,475.34
3462000,0.594858
3463000,0.573877
3464000,475.349
3465000,0.609289
3466000,475.349
3467000,475.229
3468000,0.535838
3469000,0.635549
3470000,0.678225
3471000,475.351
3472000,0.613032
3473000,0.660545
3474000,475.38
3475000,0.618851
3476000,0.676479
3477000,0.58523
3478000,475.415
3479000,0.552193
3480000,0.58426
3481000,0.639968
3482000,0.650319
3483000,475.337
3484000,0.571024
3485000,0.664275
3486000,475.366
3487000,0.538724
3488000,475.275
3489000,0.595164
3490000,0.564083
3491000,0.60757
3492000,475.291
3493000,0.565052
3494000,0.568916
3495000,0.684769
3496000,0.632426
3497000,0.627035
3498000,0.68687
3499000,0.574162
3500000,0.58301
3501000,0.638544
3502000,0.720015
3503000,0.711406
3504000,475.319
3505000,475.313
3506000,475.301
3507000,475.319
3508000,0.586387
3509000,475.319
3510000,0.656376
3511000,475.285
3512000,475.269
3513000,0.559194
3514000,0.586454
3515000,0.64558
3516000,475.232
3517000,475.354
3518000,0.714548
3519000,475.321
3520000,0.656897
3521000,0.638913
3522000,0.652291
3523000,0.619012
3524000,0.624483
3525000,0.558526
3526000,0.651118
3527000,475.294
3528000,0.648377
3529000,475.358
3530000,0.666409
3531000,0.649697
3532000,0.582968
3533000,0.593682
3534000,475.269
3535000,475.349
3536000,475.347
3537000,0.651121
3538000,0.658263
3539000,0.498293
3540000,475.303
3541000,0.571467
3542000,0.639525
3543000,475.339
3544000,0.629864
3545000,475.298
3546000,0.58971
3547000,0.663001
3548000,0.589046
3549000,0.650567
3550000,475.37
3551000,0.599121
3552000,0.568067
3553000,0.616522
3554000,475.301
3555000,0.625463
3556000,475.308
3557000,0.638209
3558000,475.279
3559000,0.575757
3560000,0.647663
3561000,475.342
3562000,0.551827
3563000,475.317
3564000,475.346
3565000,475.25
3566000,0.571556
3567000,475.277
3568000,0.637031
3569000,0.616219
3570000,0.63232
3571000,475.328
3572000,475.326
3573000,475.306
3574000,0.605684
3575000,475.345
3576000,475.283
3577000,475.258
3578000,475.309
3579000,0.661079
3580000,475.291
3581000,475.272
3582000,0.722354
3583000,0.674772
3584000,0.582831
3585000,475.258
3586000,0.64751
3587000,0.618261
3588000,475.264
3589000,0.665402
3590000,475.34
3591000,475.287
3592000,475.378
3593000,0.652383
3594000,475.32
3595000,0.550946
3596000,0.633968
3597000,0.645873
3598000,0.602434
3599000,0.6078
3600000,0.544439
3601000,475.323
3602000,0.704293
3603000,0.637713
3604000,475.368
3605000,0.644736
3606000,0.645618
3607000,0.654501
3608000,0.673151
3609000,0.584045
3610000,0.642457
3611000,0.601691
3612000,0.639675
3613000,475.34
3614000,475.361
3615000,0.66014
3616000,0.604195
3617000,0.60253
3618000,475.341
3619000,475.402
3620000,0.596161
3621000,0.581967
3622000,475.362
3623000,0.576063
3624000,0.522325
3625000,475.354
3626000,475.31
3627000,0.587128
3628000,0.635881
3629000,0.570809
3630000,0.587195
3631000,475.273
3632000,0.637922
3633000,475.312
3634000,475.35
3635000,0.641867
3636000,0.558425
3637000,0.646947
3638000,0.555666
3639000,475.312
3640000,0.60049
3641000,0.611549
3642000,475.342
3643000,0.608561
3644000,0.685554
3645000,0.635984
3646000,475.366
3647000,0.631757
3648000,475.249
3649000,0.655242
3650000,0.674473
3651000,0.667175
3652000,475.31
3653000,0.649907
3654000,475.333
3655000,0.623582
3656000,0.658399
3657000,475.331
3658000,475.314
3659000,475.285
3660000,0.640951
3661000,0.634216
3662000,0.630497
3663000,0.626395
3664000,0.566702
3665000,0.622802
3666000,475.283
3667000,0.610088
3668000,0.630171
3669000,0.655476
3670000,0.574896
3671000,0.586261
3672000,0.596963
3673000,0.632048
3674000,475.237
3675000,0.641936
3676000,0.57411
3677000,0.585299
3678000,475.287
3679000,475.338
3680000,0.603001
3681000,475.264
3682000,0.609426
3683000,0.648386
3684000,475.363
3685000,0.529651
3686000,0.582168
3687000,0.616613
3688000,475.23
3689000,475.264
3690000,0.581776
3691000,0.628141
3692000,0.604974
3693000,475.34
3694000,475.33
3695000,475.285
3696000,0.592569
3697000,0.644285
3698000,0.580001
3699000,0.664346
3700000,475.309
3701000,475.369
3702000,0.68468
3703000,475.238
3704000,0.63384
3705000,0.640404
3706000,0.61387
3707000,0.596166
3708000,0.574283
3709000,475.375
3710000,0.643974
3711000,0.596125
3712000,0.620777
3713000,0.656001
3714000,0.677988
3715000,0.6591
3716000,0.620919
3717000,0.646468
3718000,475.295
3719000,0.66726
3720000,475.294
3721000,0.601846
3722000,0.65727
3723000,0.694218
3724000,0.618887
3725000,0.694462
3726000,0.662393
3727000,475.334
3728000,0.656166
3729000,475.316
3730000,475.352
3731000,0.63787
3732000,0.597765
3733000,0.559914
3734000,0.647065
3735000,0.604319
3736000,0.650142
3737000,0.595505
3738000,475.306
3739000,0.579194
3740000,0.616963
3741000,475.405
3742000,0.688496
3743000,0.651155
3744000,475.276
3745000,0.531562
3746000,0.602825
3747000,0.576004
3748000,0.607758
3749000,0.664709
3750000,475.39
3751000,0.665956
3752000,0.594357
3753000,475.352
3754000,475.32
3755000,0.642399
3756000,0.69668
3757000,0.485429
3758000,0.66593
3759000,0.644674
3760000,0.576634
3761000,0.599748
3762000,475.267
3763000,475.249
3764000,0.637244
3765000,475.312
3766000,0.592017
3767000,0.642466
3768000,475.276
3769000,475.317
3770000,475.288
3771000,475.331
3772000,0.661874
3773000,0.641936
3774000,0.614946
3775000,0.610982
3776000,475.278
3777000,0.63511
3778000,0.589258
3779000,475.404
3780000,0.558204
3781000,0.622086
3782000,0.649289
3783000,0.613952
3784000,0.616401
3785000,475.292
3786000,0.646278
3787000,0.652415
3788000,0.564784
3789000,0.514208
3790000,0.613348
3791000,0.599429
3792000,0.622599
3793000,0.62033
3794000,0.566535
3795000,0.661041
3796000,475.316
3797000,0.628426
3798000,0.593076
3799000,475.402
3800000,0.60462
3801000,0.589257
3802000,475.345
3803000,475.331
3804000,0.564102
3805000,0.596699
3806000,0.551371
3807000,475.3
3808000,0.624073
3809000,475.329
3810000,0.649927
3811000,0.623784
3812000,0.622829
3813000,475.302
3814000,475.343
3815000,0.603459
3816000,0.669987
3817000,0.632445
3818000,0.60911
3819000,0.634957
3820000,0.622702
3821000,475.247
3822000,475.284
3823000,0.567191
3824000,475.301
3825000,475.339
3826000,0.555549
3827000,0.607763
3828000,0.638991
3829000,475.32
3830000,0.633872
3831000,475.285
3832000,0.632555
3833000,475.344
3834000,475.316
3835000,0.67548
3836000,475.367
3837000,475.313
3838000,0.640878
3839000,0.631309
3840000,0.577061
3841000,475.354
3842000,0.657862
3843000,0.564774
3844000,475.319
3845000,0.669439
3846000,0.636307
3847000,0.575345
3848000,0.582347
3849000,0.641579
3850000,475.273
3851000,0.653875
3852000,0.578329
3853000,475.316
3854000,475.298
3855000,0.61219
3856000,0.624841
3857000,0.62879
3858000,475.315
3859000,0.649144
3860000,475.306
3861000,475.348
3862000,0.56932
3863000,0.617575
3864000,0.628704
3865000,0.603329
3866000,0.607882
3867000,0.626185
3868000,475.275
3869000,0.551356
3870000,475.3
3871000,475.376
3872000,0.612338
3873000,475.366
3874000,0.59346
3875000,0.603179
3876000,0.626286
3877000,475.406
3878000,0.620762
3879000,0.610821
3880000,475.326
3881000,0.702048
3882000,0.66856
3883000,475.319
3884000,0.672734
3885000,0.631034
3886000,0.675676
3887000,475.314
3888000,0.651726
3889000,0.580232
3890000,475.34
3891000,475.338
3892000,0.630654
3893000,0.580745
3894000,0.618464
3895000,475.271
3896000,475.3
3897000,0.650444
3898000,0.631831
3899000,0.585076
3900000,475.295
3901000,0.644079
3902000,0.640397
3903000,0.606672
3904000,475.345
3905000,0.590378
3906000,475.278
3907000,475.336
3908000,475.28
3909000,0.570434
3910000,0.629139
3911000,0.656049
3912000,0.67917
3913000,0.618055
3914000,0.604424
3915000,0.616581
3916000,475.317
3917000,0.559908
3918000,0.602815
3919000,0.60059
3920000,0.69345
3921000,0.672586
3922000,0.526386
3923000,0.615859
3924000,475.261
3925000,0.645465
3926000,475.322
3927000,475.338
3928000,0.593841
3929000,0.61093
3930000,0.542189
3931000,0.663699
3932000,0.634585
3933000,0.658404
3934000,0.587147
3935000,0.626951
3936000,475.277
3937000,0.602734
3938000,0.547694
3939000,475.249
3940000,475.269
3941000,475.393
3942000,0.651535
3943000,0.616424
3944000,0.678959
3945000,475.314
3946000,475.292
3947000,0.587652
3948000,0.588654
3949000,0.636763
3950000,475.358
3951000,0.64238
3952000,475.367
3953000,475.297
3954000,0.627224
3955000,475.366
3956000,0.624662
3957000,0.627515
3958000,0.490298
3959000,0.563167
3960000,0.602509
3961000,475.272
3962000,0.608986
3963000,0.637166
3964000,0.590599
3965000,0.602457
3966000,0.652074
3967000,0.613284
3968000,0.617978
3969000,0.676425
3970000,0.623385
3971000,475.253
3972000,0.571964
3973000,0.648121
3974000,0.643669
3975000,475.328
3976000,0.632078
3977000,0.649751
3978000,475.314
3979000,475.383
3980000,0.64694
3981000,0.629784
3982000,0.647282
3983000,475.314
3984000,0.655523
3985000,475.283
3986000,475.274
3987000,0.596308
3988000,0.652949
3989000,475.347
3990000,0.605459
3991000,0.652137
3992000,0.613439
3993000,475.273
3994000,0.613346
3995000,475.282
3996000,0.595154
3997000,0.566094
3998000,0.650428
3999000,0.658408
4000000,0.591587
4001000,475.275
4002000,0.552454
4003000,0.620129
4004000,0.590924
4005000,0.634384
4006000,0.64291
4007000,0.607668
4008000,475.295
4009000,0.613492
4010000,475.347
4011000,0.535833
4012000,0.611161
4013000,0.629725
4014000,475.293
4015000,0.616048
4016000,0.563903
4017000,475.289
4018000,0.679829
4019000,0.655859
4020000,0.681091
4021000,0.639492
4022000,0.628041
4023000,0.542838
4024000,0.617004
4025000,475.283
4026000,0.589354
4027000,475.296
4028000,0.63977
4029000,0.643124
4030000,0.62329
4031000,0.621526
4032000,0.597505
4033000,475.293
4034000,0.554261
4035000,0.641716
4036000,0.605999
4037000,0.555549
4038000,0.56756
4039000,475.418
4040000,475.359
4041000,0.563674
4042000,475.319
4043000,0.651088
4044000,0.653812
4045000,0.619312
4046000,0.650159
4047000,0.584477
4048000,475.286
4049000,0.669099
4050000,0.541322
4051000,0.622564
4052000,475.312
4053000,0.60693
4054000,0.593623
4055000,0.604401
4056000,0.604154
4057000,0.653607
4058000,0.561215
4059000,0.641013
4060000,0.579623
4061000,0.688629
4062000,0.604863
4063000,0.620245
4064000,0.583422
4065000,0.627736
4066000,0.573488
4067000,0.626385
4068000,475.29
4069000,475.297
4070000,0.630914
4071000,475.297
4072000,0.651545
4073000,475.326
4074000,0.580656
4075000,475.34
4076000,0.598005
4077000,475.31
4078000,0.617424
4079000,475.39
4080000,0.640036
4081000,475.306
4082000,0.604411
4083000,0.56366
4084000,475.195
4085000,0.672637
4086000,0.6091
4087000,475.344
4088000,475.388
4089000,0.652686
4090000,0.598614
4091000,0.531296
4092000,475.297
4093000,0.544519
4094000,0.672265
4095000,0.611436
4096000,0.549842
4097000,475.327
4098000,0.603524
4099000,0.593917
4100000,475.34
4101000,475.337
4102000,475.331
4103000,0.661419
4104000,0.73758
4105000,0.62199
4106000,0.53764
4107000,475.298
4108000,0.628398
4109000,0.66872
4110000,0.660695
4111000,475.318
4112000,0.559216
4113000,475.301
4114000,475.295
4115000,0.725752
4116000,0.632114
4117000,475.333
4118000,475.305
4119000,0.59895
4120000,475.275
4121000,0.652904
4122000,475.248
4123000,0.637752
4124000,0.673322
4125000,0.554841
4126000,475.392
4127000,0.579233
4128000,0.561685
4129000,0.648896
4130000,475.346
4131000,0.652884
4132000,475.377
4133000,475.334
4134000,475.352
4135000,0.614685
4136000,0.572489
4137000,0.623132
4138000,0.673969
4139000,0.623247
4140000,0.645439
4141000,0.641041
4142000,0.640431
4143000,0.665607
4144000,0.578217
4145000,0.69596
4146000,0.65364
4147000,0.677238
4148000,0.59671
4149000,0.597698
4150000,0.559587
4151000,0.642798
4152000,0.675032
4153000,475.327
4154000,0.640624
4155000,0.571428
4156000,0.608179
4157000,475.286
4158000,0.551113
4159000,0.64636
4160000,0.648259
4161000,475.293
4162000,0.603245
4163000,475.367
4164000,0.613059
4165000,0.624173
4166000,0.597322
4167000,0.630458
4168000,0.640809
4169000,0.640817
4170000,475.294
4171000,0.571933
4172000,0.631233
4173000,0.684015
4174000,0.523539
4175000,0.62507
4176000,0.592129
4177000,0.567214
4178000,0.626105
4179000,475.31
4180000,0.579983
4181000,475.35
4182000,0.67187
4183000,0.610512
4184000,0.61051
4185000,0.650983
4186000,0.614073
4187000,0.574299
4188000,0.633233
4189000,475.35
4190000,0.596044
4191000,0.51965
4192000,0.529777
4193000,475.347
4194000,475.28
4195000,475.314
4196000,0.671838
4197000,0.535211
4198000,475.278
4199000,0.638196
4200000,475.326
4201000,475.288
4202000,0.615287
4203000,0.621723
4204000,475.35
4205000,0.600134
4206000,0.574237
4207000,0.610851
4208000,0.565272
4209000,0.631128
4210000,0.645561
4211000,0.682337
4212000,0.565373
4213000,0.619914
4214000,475.324
4215000,0.634871
4216000,475.309
4217000,0.607676
4218000,475.341
4219000,0.70907
4220000,475.322
4221000,0.611834
4222000,0.617833
4223000,0.548453
4224000,0.548282
4225000,0.558471
4226000,475.328
4227000,475.334
4228000,0.571392
4229000,0.685631
4230000,475.321
4231000,0.661519
4232000,475.317
4233000,475.301
4234000,475.334
4235000,0.568342
4236000,0.620354
4237000,0.594218
4238000,0.551191
4239000,0.596745
4240000,0.610214
4241000,0.633435
4242000,475.337
4243000,0.681265
4244000,0.575399
4245000,475.323
4246000,0.641133
4247000,0.592787
4248000,475.297
4249000,0.5703
4250000,0.61699
4251000,475.316
4252000,475.315
4253000,0.675465
4254000,0.600931
4255000,0.583583
4256000,0.613489
4257000,0.64613
4258000,475.303
4259000,475.353
4260000,475.289
4261000,0.575571
4262000,0.624283
4263000,0.622595
4264000,0.61689
4265000,475.287
4266000,0.63384
4267000,0.555023
4268000,0.645543
4269000,0.595458
4270000,0.590718
4271000,475.343
4272000,0.575647
4273000,0.590413
4274000,475.339
4275000,0.580686
4276000,0.572234
4277000,0.603419
4278000,0.597571
4279000,0.662169
4280000,475.361
4281000,475.228
4282000,0.61704
4283000,0.583923
4284000,0.586592
4285000,475.306
4286000,475.29
4287000,475.328
4288000,0.629867
4289000,475.304
4290000,475.374
4291000,475.306
4292000,475.293
4293000,0.578062
4294000,475.352
4295000,0.56429
4296000,0.552815
4297000,0.604346
4298000,0.549994
4299000,0.568189
4300000,0.621545
4301000,0.575867
4302000,0.616775
4303000,0.640444
4304000,0.615145
4305000,0.582409
4306000,0.619771
4307000,0.583755
4308000,0.653469
4309000,0.620496
4310000,475.318
4311000,0.629717
4312000,0.634717
4313000,0.583348
4314000,0.630622
4315000,0.584521
4316000,0.621411
4317000,475.355
4318000,475.287
4319000,0.647382
4320000,475.3
4321000,475.307
4322000,0.692761
4323000,0.612493
4324000,0.633076
4325000,475.33
4326000,475.353
4327000,0.586411
4328000,0.600242
4329000,0.618431
4330000,0.670965
4331000,475.225
4332000,475.311
4333000,0.562301
4334000,475.342
4335000,475.362
4336000,0.58689
4337000,0.629884
4338000,0.606216
4339000,475.391
4340000,0.652255
4341000,475.357
4342000,0.648332
4343000,475.359
4344000,0.672054
4345000,0.659414
4346000,0.580449
4347000,475.323
4348000,0.659789
4349000,475.301
4350000,0.698188
4351000,0.621524
4352000,475.341
4353000,0.567553
4354000,0.555761
4355000,0.59109
4356000,475.348
4357000,0.568596
4358000,475.319
4359000,0.535977
4360000,475.401
4361000,0.668938
4362000,0.596037
4363000,475.378
4364000,0.656348
4365000,475.318
4366000,0.680131
4367000,0.642154
4368000,0.71016
4369000,0.578309
4370000,475.34
4371000,475.356
4372000,0.666841
4373000,0.59786
4374000,0.617635
4375000,0.617973
4376000,475.328
4377000,0.603173
4378000,0.688315
4379000,0.619049
4380000,475.355
4381000,0.548889
4382000,475.338
4383000,475.297
4384000,0.570963
4385000,0.599325
4386000,0.620631
4387000,475.404
4388000,0.535272
4389000,0.611801
4390000,0.610692
4391000,0.661685
4392000,0.600439
4393000,475.308
4394000,0.617862
4395000,475.254
4396000,475.339
4397000,0.667259
4398000,475.28
4399000,475.367
4400000,0.621226
4401000,475.313
4402000,0.717503
4403000,0.58957
4404000,475.309
4405000,0.606916
4406000,0.600463
4407000,475.238
4408000,0.628091
4409000,475.338
4410000,0.57013
4411000,475.344
4412000,0.630772
4413000,0.626879
4414000,0.63204
4415000,0.596879
4416000,0.64257
4417000,0.574331
4418000,0.597451
4419000,0.663206
4420000,0.650312
4421000,0.610908
4422000,475.32
4423000,0.6911
4424000,0.638033
4425000,0.628533
4426000,475.352
4427000,0.714824
4428000,475.314
4429000,475.33
4430000,475.331
4431000,0.643134
4432000,475.257
4433000,0.616054
4434000,475.276
4435000,475.377
4436000,0.666111
4437000,475.354
4438000,475.344
4439000,0.650508
4440000,475.299
4441000,475.293
4442000,475.344
4443000,475.352
4444000,475.386
4445000,475.243
4446000,475.249
4447000,475.247
4448000,475.258
4449000,0.580945
4450000,475.326
4451000,475.321
4452000,0.605391
4453000,0.681905
4454000,475.35
4455000,0.602985
4456000,0.528418
4457000,0.691865
4458000,0.574824
4459000,0.59874
4460000,0.549054
4461000,0.584655
4462000,475.333
4463000,0.614592
4464000,475.351
4465000,475.305
4466000,475.348
4467000,0.626466
4468000,0.586834
4469000,475.253
4470000,475.304
4471000,475.295
