instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-40.tsp,78,10000,0.95,0.0001,0.9,344063.984375000,0.289388481,1
input-40.tsp,79,10000,0.95,0.0001,0.9,345088.000000000,0.276847971,1
input-40.tsp,80,10000,0.95,0.0001,0.9,344976.000000000,0.314778830,1
input-40.tsp,81,10000,0.95,0.0001,0.9,352256.000000000,0.303064340,1
input-40.tsp,82,10000,0.95,0.0001,0.9,343936.000000000,0.287974931,1
input-40.tsp,83,10000,0.95,0.0001,0.9,343979.980468750,0.302058060,1
input-40.tsp,84,10000,0.95,0.0001,0.9,348928.000000000,0.273506249,1
input-40.tsp,85,10000,0.95,0.0001,0.9,349184.000000000,0.273484257,1
input-40.tsp,86,10000,0.95,0.0001,0.9,356356.000000000,0.311904147,1
input-40.tsp,87,10000,0.95,0.0001,0.9,350720.000000000,0.282291982,1
input-40.tsp,88,10000,0.95,0.0001,0.9,348416.000000000,0.294500394,1
input-40.tsp,89,10000,0.95,0.0001,0.9,353792.000000000,0.283028594,1
input-40.tsp,90,10000,0.95,0.0001,0.9,348160.000000000,0.281397349,1
input-40.tsp,91,10000,0.95,0.0001,0.9,344064.000000000,0.305649570,1
input-40.tsp,92,10000,0.95,0.0001,0.9,343919.968750000,0.297513528,1
input-40.tsp,93,10000,0.95,0.0001,0.9,348160.000000000,0.283690052,1
input-40.tsp,94,10000,0.95,0.0001,0.9,341696.000000000,0.283917729,1
input-40.tsp,95,10000,0.95,0.0001,0.9,350208.000000000,0.292888714,1
input-40.tsp,96,10000,0.95,0.0001,0.9,344064.000000000,0.301530910,1
input-40.tsp,97,10000,0.95,0.0001,0.9,344060.687500000,0.279926862,1
input-40.tsp,98,10000,0.95,0.0001,0.9,344064.000000000,0.293177367,1
input-40.tsp,99,10000,0.95,0.0001,0.9,348416.000000000,0.297804476,1
input-40.tsp,100,10000,0.95,0.0001,0.9,351488.000000000,0.287729733,1
input-40.tsp,101,10000,0.95,0.0001,0.9,344064.000000000,0.302959754,1
input-40.tsp,102,10000,0.95,0.0001,0.9,349184.000000000,0.272088917,1
input-40.tsp,103,10000,0.95,0.0001,0.9,352768.000000000,0.270979372,1
input-40.tsp,104,10000,0.95,0.0001,0.9,346112.000000000,0.307716295,1
