instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-40.tsp,5,4500,0.99,0.0001,0.9,342016.000000000,0.293835607,1
input-40.tsp,4,4500,0.99,0.0001,0.9,360448.000000000,0.286290260,1
input-40.tsp,1,4500,0.99,0.0001,0.9,352640.000000000,0.311267926,1
input-40.tsp,6,4500,0.99,0.0001,0.9,343936.000000000,0.298875815,1
input-40.tsp,3,4500,0.99,0.0001,0.9,349184.000000000,0.290408547,1
input-40.tsp,8,4500,0.99,0.0001,0.9,343538.937500000,0.301691285,1
input-40.tsp,7,4500,0.99,0.0001,0.9,346112.000000000,0.301167860,1
input-40.tsp,2,4500,0.99,0.0001,0.9,347136.000000000,0.289091077,1
input-40.tsp,10,4500,0.99,0.0001,0.9,344064.000000000,0.289528321,1
input-40.tsp,9,4500,0.99,0.0001,0.9,347104.000000000,0.299677455,1
input-40.tsp,11,4500,0.99,0.0001,0.9,349184.000000000,0.268482172,1
input-40.tsp,12,4500,0.99,0.0001,0.9,345600.000000000,0.299031989,1
input-40.tsp,13,4500,0.99,0.0001,0.9,344064.000000000,0.296647026,1
input-40.tsp,16,4500,0.99,0.0001,0.9,341952.000000000,0.303709499,1
input-40.tsp,15,4500,0.99,0.0001,0.9,347136.000000000,0.271067587,1
input-40.tsp,14,4500,0.99,0.0001,0.9,343040.000000000,0.270913055,1
input-40.tsp,17,4500,0.99,0.0001,0.9,344064.000000000,0.288773839,1
input-40.tsp,18,4500,0.99,0.0001,0.9,345399.000000000,0.287797969,1
input-40.tsp,19,4500,0.99,0.0001,0.9,352512.000000000,0.302814809,1
input-40.tsp,21,4500,0.99,0.0001,0.9,343040.000000000,0.279760478,1
input-40.tsp,20,4500,0.99,0.0001,0.9,344056.000000000,0.295542995,1
input-40.tsp,22,4500,0.99,0.0001,0.9,346112.000000000,0.265907346,1
input-40.tsp,23,4500,0.99,0.0001,0.9,353280.000000000,0.305493886,1
input-40.tsp,24,4500,0.99,0.0001,0.9,343680.000000000,0.304427211,1
input-40.tsp,25,4500,0.99,0.0001,0.9,346112.000000000,0.289547314,1
input-40.tsp,26,4500,0.99,0.0001,0.9,348288.000000000,0.297137647,1
input-40.tsp,27,4500,0.99,0.0001,0.9,349400.000000000,0.294583136,1
input-40.tsp,29,4500,0.99,0.0001,0.9,356484.250000000,0.287171520,1
input-40.tsp,28,4500,0.99,0.0001,0.9,344064.000000000,0.303865656,1
input-40.tsp,30,4500,0.99,0.0001,0.9,351112.000000000,0.297726667,1
input-40.tsp,31,4500,0.99,0.0001,0.9,360448.000488281,0.298812981,1
input-40.tsp,32,4500,0.99,0.0001,0.9,342720.000000000,0.272116380,1
input-40.tsp,33,4500,0.99,0.0001,0.9,348160.000000000,0.270350669,1
input-40.tsp,35,4500,0.99,0.0001,0.9,352512.000000000,0.306232719,1
input-40.tsp,34,4500,0.99,0.0001,0.9,335871.984375000,0.286342980,1
input-40.tsp,36,4500,0.99,0.0001,0.9,344661.496093750,0.288605193,1
input-40.tsp,37,4500,0.99,0.0001,0.9,348160.000000000,0.304102315,1
input-40.tsp,38,4500,0.99,0.0001,0.9,350048.000000000,0.305489778,1
input-40.tsp,39,4500,0.99,0.0001,0.9,350208.000000000,0.289504117,1
input-40.tsp,40,4500,0.99,0.0001,0.9,350744.000000000,0.295501573,1
input-40.tsp,41,4500,0.99,0.0001,0.9,352769.015625000,0.303137159,1
input-40.tsp,42,4500,0.99,0.0001,0.9,347496.000000000,0.275893951,1
input-40.tsp,43,4500,0.99,0.0001,0.9,348160.000000000,0.284286003,1
input-40.tsp,45,4500,0.99,0.0001,0.9,350976.000000000,0.299683467,1
input-40.tsp,44,4500,0.99,0.0001,0.9,352256.000000000,0.316269836,1
input-40.tsp,46,4500,0.99,0.0001,0.9,344960.000000000,0.295547496,1
input-40.tsp,47,4500,0.99,0.0001,0.9,349568.000000000,0.297361100,1
input-40.tsp,48,4500,0.99,0.0001,0.9,339968.000000000,0.265907346,1
input-40.tsp,49,4500,0.99,0.0001,0.9,344064.000000000,0.304885166,1
input-40.tsp,50,4500,0.99,0.0001,0.9,345752.000000000,0.300101547,1
input-40.tsp,51,4500,0.99,0.0001,0.9,344036.000000000,0.295881828,1
input-40.tsp,52,4500,0.99,0.0001,0.9,345600.000000000,0.292475596,1
input-40.tsp,53,4500,0.99,0.0001,0.9,360496.000488281,0.274939102,1
input-40.tsp,54,4500,0.99,0.0001,0.9,344064.000000000,0.282725646,1
input-40.tsp,55,4500,0.99,0.0001,0.9,348160.000000000,0.271684637,1
input-40.tsp,56,4500,0.99,0.0001,0.9,350016.875000000,0.289929979,1
input-40.tsp,58,4500,0.99,0.0001,0.9,352256.000000000,0.302826334,1
input-40.tsp,57,4500,0.99,0.0001,0.9,352512.000000000,0.286550525,1
input-40.tsp,60,4500,0.99,0.0001,0.9,339968.000000000,0.300724834,1
input-40.tsp,59,4500,0.99,0.0001,0.9,340992.000000000,0.271573565,1
input-40.tsp,61,4500,0.99,0.0001,0.9,352256.000000000,0.293390962,1
input-40.tsp,62,4500,0.99,0.0001,0.9,348160.000000000,0.308464598,1
input-40.tsp,63,4500,0.99,0.0001,0.9,352256.000000000,0.278989059,1
input-40.tsp,64,4500,0.99,0.0001,0.9,356352.000000000,0.301250408,1
input-40.tsp,65,4500,0.99,0.0001,0.9,346912.000000000,0.292942577,1
input-40.tsp,66,4500,0.99,0.0001,0.9,341976.968750000,0.270724214,1
input-40.tsp,70,4500,0.99,0.0001,0.9,343872.000000000,0.277847222,1
input-40.tsp,68,4500,0.99,0.0001,0.9,346368.000000000,0.287100519,1
input-40.tsp,69,4500,0.99,0.0001,0.9,353280.000000000,0.272295523,1
input-40.tsp,67,4500,0.99,0.0001,0.9,349184.000000000,0.279818178,1
input-40.tsp,71,4500,0.99,0.0001,0.9,344000.000000000,0.274717637,1
input-40.tsp,72,4500,0.99,0.0001,0.9,344064.000000000,0.284337710,1
input-40.tsp,73,4500,0.99,0.0001,0.9,344439.000000000,0.310840577,1
input-40.tsp,74,4500,0.99,0.0001,0.9,348896.000000000,0.287504783,1
input-40.tsp,75,4500,0.99,0.0001,0.9,344064.000000000,0.295188987,1
input-40.tsp,77,4500,0.99,0.0001,0.9,352769.500488281,0.276142253,1
input-40.tsp,76,4500,0.99,0.0001,0.9,352533.127441406,0.288568205,1
input-40.tsp,78,4500,0.99,0.0001,0.9,352256.000000000,0.302372195,1
input-40.tsp,79,4500,0.99,0.0001,0.9,350848.000000000,0.279843814,1
input-40.tsp,80,4500,0.99,0.0001,0.9,343296.000000000,0.278798498,1
input-40.tsp,81,4500,0.99,0.0001,0.9,341248.000000000,0.270538465,1
input-40.tsp,82,4500,0.99,0.0001,0.9,349184.000000000,0.295848148,1
input-40.tsp,83,4500,0.99,0.0001,0.9,339963.874511719,0.297255351,1
input-40.tsp,85,4500,0.99,0.0001,0.9,351232.000000000,0.296836646,1
input-40.tsp,86,4500,0.99,0.0001,0.9,344064.000000000,0.296992299,1
input-40.tsp,84,4500,0.99,0.0001,0.9,350208.000000000,0.303772408,1
input-40.tsp,87,4500,0.99,0.0001,0.9,352296.000000000,0.273309391,1
input-40.tsp,88,4500,0.99,0.0001,0.9,346112.000000000,0.288105427,1
input-40.tsp,89,4500,0.99,0.0001,0.9,352256.000000000,0.298572328,1
input-40.tsp,91,4500,0.99,0.0001,0.9,353024.000000000,0.303462137,1
input-40.tsp,90,4500,0.99,0.0001,0.9,342015.375000000,0.277162994,1
input-40.tsp,92,4500,0.99,0.0001,0.9,346432.000000000,0.301840173,1
input-40.tsp,94,4500,0.99,0.0001,0.9,352256.000000000,0.299562336,1
input-40.tsp,93,4500,0.99,0.0001,0.9,343795.995605469,0.281707548,1
input-40.tsp,95,4500,0.99,0.0001,0.9,348612.000000000,0.287804505,1
input-40.tsp,96,4500,0.99,0.0001,0.9,342521.937500000,0.277590102,1
input-40.tsp,97,4500,0.99,0.0001,0.9,352612.015625000,0.289412117,1
input-40.tsp,98,4500,0.99,0.0001,0.9,348160.000000000,0.289996636,1
input-40.tsp,99,4500,0.99,0.0001,0.9,347544.568359375,0.272339788,1
input-40.tsp,100,4500,0.99,0.0001,0.9,345088.000000000,0.275439990,1
input-40.tsp,102,4500,0.99,0.0001,0.9,352256.000000000,0.303371293,1
input-40.tsp,101,4500,0.99,0.0001,0.9,346112.000000000,0.270819751,1
input-40.tsp,103,4500,0.99,0.0001,0.9,356352.000000000,0.285077783,1
input-40.tsp,104,4500,0.99,0.0001,0.9,335872.000000000,0.276063352,1
input-40.tsp,105,4500,0.99,0.0001,0.9,343936.000000000,0.297966613,1
input-40.tsp,107,4500,0.99,0.0001,0.9,348664.000000000,0.284005960,1
input-40.tsp,108,4500,0.99,0.0001,0.9,344064.000000000,0.301136032,1
input-40.tsp,106,4500,0.99,0.0001,0.9,343927.687500000,0.274876402,1
input-40.tsp,109,4500,0.99,0.0001,0.9,335863.999511719,0.272339788,1
input-40.tsp,110,4500,0.99,0.0001,0.9,353280.000000000,0.275439990,1
input-40.tsp,111,4500,0.99,0.0001,0.9,352256.000000000,0.303475560,1
input-40.tsp,112,4500,0.99,0.0001,0.9,345664.000000000,0.297245373,1
input-40.tsp,113,4500,0.99,0.0001,0.9,344064.000000000,0.274310484,1
input-40.tsp,115,4500,0.99,0.0001,0.9,352320.000000000,0.293429367,1
input-40.tsp,114,4500,0.99,0.0001,0.9,350208.000000000,0.306629155,1
input-40.tsp,116,4500,0.99,0.0001,0.9,352528.000000000,0.298833855,1
input-40.tsp,117,4500,0.99,0.0001,0.9,353282.002929688,0.265907346,1
input-40.tsp,118,4500,0.99,0.0001,0.9,344064.000000000,0.300334061,1
input-40.tsp,119,4500,0.99,0.0001,0.9,345847.250000000,0.280102106,1
input-40.tsp,120,4500,0.99,0.0001,0.9,350403.080078125,0.280641906,1
input-40.tsp,121,4500,0.99,0.0001,0.9,342014.810058594,0.292538765,1
input-40.tsp,122,4500,0.99,0.0001,0.9,335868.000000000,0.275439990,1
input-40.tsp,123,4500,0.99,0.0001,0.9,344064.000000000,0.271754787,1
input-40.tsp,124,4500,0.99,0.0001,0.9,344064.000000000,0.271796412,1
input-40.tsp,125,4500,0.99,0.0001,0.9,352256.000000000,0.279781720,1
input-40.tsp,126,4500,0.99,0.0001,0.9,342016.000000000,0.290162327,1
input-40.tsp,127,4500,0.99,0.0001,0.9,343423.750000000,0.269378083,1
input-40.tsp,128,4500,0.99,0.0001,0.9,344064.000000000,0.269107693,1
input-40.tsp,129,4500,0.99,0.0001,0.9,350336.000000000,0.291954651,1
input-40.tsp,130,4500,0.99,0.0001,0.9,339968.000000000,0.281357670,1
input-40.tsp,131,4500,0.99,0.0001,0.9,344054.858886719,0.293964695,1
input-40.tsp,132,4500,0.99,0.0001,0.9,352256.000000000,0.282243865,1
input-40.tsp,135,4500,0.99,0.0001,0.9,348032.000000000,0.279438476,1
input-40.tsp,134,4500,0.99,0.0001,0.9,352434.000000000,0.303250744,1
input-40.tsp,133,4500,0.99,0.0001,0.9,351232.000000000,0.301416897,1
input-40.tsp,136,4500,0.99,0.0001,0.9,339968.000000000,0.274667928,1
input-40.tsp,137,4500,0.99,0.0001,0.9,352256.015625000,0.289078770,1
input-40.tsp,138,4500,0.99,0.0001,0.9,346112.000000000,0.278327668,1
input-40.tsp,140,4500,0.99,0.0001,0.9,346856.734375000,0.272871687,1
input-40.tsp,139,4500,0.99,0.0001,0.9,360448.000000000,0.288005756,1
input-40.tsp,141,4500,0.99,0.0001,0.9,341999.000000000,0.297091193,1
input-40.tsp,142,4500,0.99,0.0001,0.9,349202.750000000,0.290292718,1
input-40.tsp,143,4500,0.99,0.0001,0.9,344064.000000000,0.300476314,1
input-40.tsp,144,4500,0.99,0.0001,0.9,351232.000000000,0.305106138,1
input-40.tsp,145,4500,0.99,0.0001,0.9,355586.250000000,0.292924474,1
input-40.tsp,147,4500,0.99,0.0001,0.9,348160.000000000,0.302816011,1
input-40.tsp,146,4500,0.99,0.0001,0.9,352256.000000000,0.306323134,1
input-40.tsp,148,4500,0.99,0.0001,0.9,343936.000000000,0.302117181,1
input-40.tsp,149,4500,0.99,0.0001,0.9,342386.991699219,0.303099482,1
input-40.tsp,150,4500,0.99,0.0001,0.9,340864.000000000,0.288517269,1
input-40.tsp,151,4500,0.99,0.0001,0.9,351232.000000000,0.282540237,1
input-40.tsp,152,4500,0.99,0.0001,0.9,339967.000000000,0.289728723,1
input-40.tsp,153,4500,0.99,0.0001,0.9,356352.000000000,0.287837599,1
