instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-150.tsp,133,4500,0.98,0.0001,0.92,133120.000000000,0.157868291,1
input-150.tsp,134,4500,0.98,0.0001,0.92,126976.000000000,0.162104588,1
input-150.tsp,135,4500,0.98,0.0001,0.92,130263.875000000,0.165475147,1
input-150.tsp,136,4500,0.98,0.0001,0.92,133509.000000000,0.164038997,1
input-150.tsp,137,4500,0.98,0.0001,0.92,130048.000000000,0.178839135,1
input-150.tsp,139,4500,0.98,0.0001,0.92,131328.000000000,0.168230520,1
input-150.tsp,138,4500,0.98,0.0001,0.92,135232.000000000,0.147663977,1
input-150.tsp,140,4500,0.98,0.0001,0.92,129953.000000000,0.162366087,1
input-150.tsp,143,4500,0.98,0.0001,0.92,131712.000000000,0.164529652,1
input-150.tsp,142,4500,0.98,0.0001,0.92,132608.000000000,0.164620549,1
input-150.tsp,141,4500,0.98,0.0001,0.92,130880.000000000,0.161867700,1
input-150.tsp,144,4500,0.98,0.0001,0.92,134144.000000000,0.143792870,1
input-150.tsp,145,4500,0.98,0.0001,0.92,132608.000000000,0.152315324,1
input-150.tsp,147,4500,0.98,0.0001,0.92,130048.000000000,0.167369412,1
input-150.tsp,146,4500,0.98,0.0001,0.92,126976.000000000,0.157244874,1
input-150.tsp,148,4500,0.98,0.0001,0.92,133120.000000000,0.169434972,1
input-150.tsp,149,4500,0.98,0.0001,0.92,131776.000000000,0.165932606,1
input-150.tsp,151,4500,0.98,0.0001,0.92,131776.000000000,0.149187643,1
input-150.tsp,150,4500,0.98,0.0001,0.92,130048.000000000,0.168681809,1
input-150.tsp,152,4500,0.98,0.0001,0.92,131728.000000000,0.155321070,1
input-150.tsp,153,4500,0.98,0.0001,0.92,129536.000000000,0.150063000,1
input-150.tsp,154,4500,0.98,0.0001,0.92,129536.000000000,41081.393462619,0
input-150.tsp,155,4500,0.98,0.0001,0.92,130560.000000000,0.167603615,1
input-150.tsp,156,4500,0.98,0.0001,0.92,133440.008300781,0.167373064,1
input-150.tsp,158,4500,0.98,0.0001,0.92,128319.500000000,0.166194810,1
input-150.tsp,157,4500,0.98,0.0001,0.92,131584.000000000,0.145975043,1
input-150.tsp,159,4500,0.98,0.0001,0.92,130048.000000000,0.182924177,1
input-150.tsp,160,4500,0.98,0.0001,0.92,131136.000000000,0.146546992,1
input-150.tsp,161,4500,0.98,0.0001,0.92,128968.250000000,0.173140902,1
input-150.tsp,162,4500,0.98,0.0001,0.92,131904.000000000,0.165905057,1
input-150.tsp,163,4500,0.98,0.0001,0.92,128608.000000000,0.160389603,1
input-150.tsp,164,4500,0.98,0.0001,0.92,132096.000000000,0.151723241,1
input-150.tsp,165,4500,0.98,0.0001,0.92,135168.000000000,0.155139127,1
input-150.tsp,166,4500,0.98,0.0001,0.92,132100.000000000,0.171133128,1
input-150.tsp,167,4500,0.98,0.0001,0.92,132096.000000000,0.167422160,1
input-150.tsp,168,4500,0.98,0.0001,0.92,130432.000000000,0.153112340,1
input-150.tsp,170,4500,0.98,0.0001,0.92,128960.000000000,0.154900569,1
